ulasan,rating
bagus seksli mudah,1
"mesin rusak, gak cepet dibenerin",1
mati lampu lagi udh bosan,1
"di sungai bahar mati lampu sepanjang hari , tidak ada peningkatan kualitas , makin buruk",1
tidak berguna,1
"laporan dibatalkan sepihak, di respon juga tidak, parah... PLN sawangan",1
respon aja cepat pelayanan nunggu sebulan baru datang,1
PLN jancookkk,1
mau log in aja susah,1
harus diperbaharui titik splu 99% tidak berfungsi,1
masuk ulang lambat responya,1
"respon teknisi lapangan sangat jelek, dan l sangat lambat",1
"permohonan turun daya saya lewat aplikasi di batalkan tanpa ada informasi pembatalan nya karena apa,saya tanya ke chat layanan respon nya lambat gak ada jawaban..",1
tidak memuaskan,1
"live chat tidak bisa digunakan, berkali kali agen sibuk, padahal sudah dijarak",1
tidak bisa menerima OTP,1
"t*e, info spklu r2 ngaco banget ngasal",1
"semenjak lebaran setiap hujan lumayan sering mati lampu di C575+VX3, Jl. Proyek, Antajaya, Kec. Tanjungsari, Kabupaten Bogor, Jawa Barat 16840. entah karena apa saat laporan tidak ada pemberitahuan yang jelas, dn juga sekarang sudah tidak bisa memberi rating penanganan dalam aplikasi. suruh cht agen tapi live chatnya sering sibuk",1
komunikasi susah,1
"makasih respon cptnya min, tp aduan langsung pun jg tetep gk bisa, adakah nomer atau wa yg bisa saya hubungi. soalnya ini panas bgt, air habis, batrai hbs, masakanku jg basi kalo gini. tolonglah min saya udah coba untuk mengikuti instruksinya tetep aja gagal, coba aja bisa kirim fotonya dah aku kirim bukti gagalnya smua proses aduanku. Selalu terjadi kesalahan, kenapa?",1
"Aplikasi busuk kaga guna, ada pemadaman gak pernag ada info",1
"cs kebanyakan bertanya ini itu, udh di jlsin kendala dmn, ribet kebanyakan bertele2, antara ngerti apa gak nya, hrs nya lebih ke intinya nya aja nanya alamat dan petugas akan segera datang, begitu buang2 pulsa nelpon gak ada hasilnya",1
"aplikasi bodoh, mau komplain listrik mati malah error terus mau komplain lewat telepon jg susah",1
"semakin tidak memuaskan aplikasinya, lapor padam berkali-kali tetap gagal.",1
"pelyanan buruk, tdk bs telp call centre, live chat jg tdk bs digunakan. bad, bad, bad company",1
"di area saya sering padam listrik, bahkan hampir 1 harian,, rugi jadinya tdk bisa Terima customer, pdahal tetangga sblh tdk ikut padam, pengajuan padam listrik juga lelet",1
lemot parah,1
"Saya beli token, bayar pake gopay. Gopay berhasil & saldo berkurang, di aplikasi pln dibilang transaksi gagal.",1
"Masa PLN dan teknisi nya gabisa benerin listrik? terus kita kalau butuh benerin listrik trouble harus mengadu kemana supaya bisa dibenerin? Aneh! tidak bertanggung jawab! bayar"" terus giliran ada trouble nya gabisa benerin!!! Gak bertanggung jawab!!!",1
mau masuk apk pln mobile gak bisa parah,1
"setelah dapet potongan 50%dri pemerintah, sekarang berasa boros token, apa kemarin akal2an. hugfff",1
"cs livechat slow respon, ditanya apaan dijawab nya apaan jg ga jelas, makin bobrok aja makin kesini",1
"mati lampu ud mau 3 jam, dari awal ud pengaduan bilangny mau di periksa, sampe sekarang hilang kabar, tidur kali petugasny tenga malem bgini !!",1
kecewa,1
habis di update malah tambah busuk. g bs masuk ke akun padahal udah masukin no hp dan kode otp. larinya malah ke daftar baru. nyusahin j. tlong coba dulu min masuk ke aplikasi sebelum bales komenan,1
"di area jatim kab pasuruan, respon lambat, setelah survei bukannya segera di perbaiki masih nunggu, jika saja kabel nya tidak ngelupas masih banyak warga yg bisa benerin.",1
"aplikasi milik pemerintah lawak semua, setelah update gak bisa login pakai email wkwk sudah ikuti tutorial yg dikasih tetap beda sama tutorial, benar2 lawak tim IT nya di surub berhenti aja mending gw yg ngurus aplikasinya wkwk",1
Brisik,1
"kok aneh, setelah ganti HP dan login pakai nmr hp yg biasanya. malah akun sudah dipakai orang lain. kan pastinya harus ada kode otp ke nmr WA dulu sblm bisa dipakai oranglain.",1
sudah daftar . malah engga ada menu masuk nya,1
gak bisa lihat sisa token listrik,1
"tidak menjawab pertanyaan, aplikasinya bingung habis lapor mau lihat laporan sudah di tindak lanjuti atau belum ga ada menunya bingung chat online ga ada riwayatnya parah nih aplikasi !!!",1
loading kali,1
pengaduan nya susah...ribet,1
"beli token lama, sekalinya ada no token sudh d gunakan, laporan berbelit2...🙏, ty pln mobile",1
"penyelesaian saat pelaporan tidak tuntas. malah di ping pong. lapor di PLN MOBILE, diminta untuk chat ke nomor wa. saat di chat nomor wa, diminta lapor di aplikasi pln mobile. ciri khas pelayanan orba. JIKA BISA DIPERSULIT, NGAPAIN HARUS DIPERMUDAH?!",1
"gk becus buat set ulang lokasi, gk bisa save lokasi, baru instal",1
lagin daftar aja loading terus ga bisa masuk,1
ga bisa login abis ganti hp padahal verivikasi lewat whatsapp udah dapet kode nya,1
"petugas sangat lambat datangnya, terlalu banyak prosedur",1
aplikasi yg membingunhkan antara masuk dan daftar tdk ada pilihan kolom masuk..tpi daftar terus..membingungkan,1
Terlalu banyak bugs setelah update jelek,1
aplikasi ga bisa dibuka. telp 123 pelayanan lama dicancel sendiri,1
aplikasi sering crash kalau d akses pada saat mati lampu,1
sungguh sangat amat begitu jelek sekali nian,1
lelet amat,1
mau tambah daya sudah upgrade tapi gagal terus ... padahal data sesuai aslinya,1
Terlalu sering/tiap hari melakukan pemadaman jalur ke kecamatan sumber probolinggo,1
"bayar pakai gopay buat ngecas mobil, duitnya kesedot tapi listriknya gak masuk, aneh, saya komplain lewat chat apl, malah di disconek, bukan kasih solusi malah, di disconek, anehhhh",1
"aplikasi lumayan bagus, tapi padam listrik keseringan ga jelas pln, ngerusak eletronik orang aja, matiin lampu seenak jidatnya, Sekedar usulan kalau ada perbaikan atau pemadaman tolong di kasih tau pelanggan jadwalnya terutama ada notifikasi di aplikasi PLN mobile,kerusakan elektronik pelanggan dan pekerjaan yg tertunda tidak ada kompensasi juga dari PLN akibat padam listrik tiba-tiba",1
"sangat kecewa, pelayanan nya minus, mcb rusak malah di suruh beli, payah bener pln, bumn padahal,wkwkwkwk",1
"Parah...tagihan biasanya cuma 300rb-an malah jadi 200 jt, padahal pake catat mandiri biar tau estimasinya malah jadi kek gini. Ngga masuk akal!!!",1
gaguna,1
"system tidak jelas dan tidak ada sosialiasasi ke masyarakat bagaimana cara pakai aplikasi, melayani masyarakat tapi tidak pernah mencoba dekat dekan pelanggan",1
"Sudah enak bertahun tahun, selesai update malah ga bisa masuk. memang otaknya orang BUMN kalau bisa sulit ngapain dipermudah",1
"Tolong perbaiki dulu Bug nya. Saya sudah benar masukin NIK & NPWP. Tapi muncul notif (NPWP harus 15 digit) NPWP saya sudah sama dgn NIK dan sudah ceklis hijau di sistem. Tapi tidak bisa simpan, muncul notif (NPWP harus 15 digit)",1
awal yang mudah akhir nya SUSAH juga' ...,1
"jaringan lama, sering eror, pembayaran mudah (tapi sekalinya susah ribet sampe petugas datang ngasih surat tagihan karena eror jaringan), aplikasi ini masih banyak kurangnya, mohon di revisi developer nya ini ya tolong jangan cuma diem aja menghadapi hal begini",1
GACOR,1
"setiap melakukan pengaduan problem listrik di rumah,tidak dapat info perihal perbaikan.Apakah sudah dikerjakan,sudah selesai atau bagaimana,tidak ada kejelasan dr aplikasi nya.",1
"mau pasang baru harus ngisi hal teknks SLO NIDI dll, mana konsumen tahulah.",1
"layanan pelanggan tidak bisa di akses. untuk pengecekan nik ktp subsidi. apakah mau di jadikan Calo, untuk mendapatkan uang diluar pendapatan. sungguh rusak negeri ini terlalu banyak OKNUM",1
pembayaran error menghambat validasi pekerjaan saya,1
"aplikasi gak jelas, mau masuk gak bisa. mau daftar email sudah terdaftar",1
"kenapa virtual account BNI yg sblmnya sempat ada, skrng justru dihilangkan ?",1
"klaim nya di tangani, nyatanya belum ada petugas datang / menghubungi",1
RIBET ISI TOKEN DI JAM 12 MLM AJA SUSAH KENAPA NDA DI JAM 3 ATAU JAM 4 DODOL,1
"kinerja PLN nya tidak becus, masa ganti mcb aja, saya sudah berkali-kali ke kantor tapi sampai sekarang masih di janji-janji terus",1
Kok Aplikasi PLN Mobile Tidak Bisa Ke Buka Ya. Tulisan nya Cuman Verifikasi Sedang Tinggi Tolong Bantuannya Lah PLN Mobile,1
saya punya 5 rumah kok sekarang swacam di batasi harus buat akun lagi ribet banget,1
mau registrasi lelet parah,1
swacam mandiri cuma bisa 4 idpel...kocak....maaf bintang 1 aj..,1
"Aplikasi sampah udah lelet, banyak masalah lagi terutama saat swacam dan sekarang malah dibatasi 4 id pelanggan doang untuk 1 akun. Jelas banget ini sampah gimana mau kirim banyak angka stan tetangga kalau dibatasi.",1
bintang 5 kalau wilayah pasir ranji kalau hujan dikit udah ga mati lampu lagi! masih sama sama wilayah Cikarang loh ortu saya di Cikarang baru aman aman aja walau hujan kencang! emang saya egois untuk penilaiannya jujur lumayan bantu dan cepet tapi karna masih ada bersangkutan app dan pekerja lapangan ya kalian juga harus ikut andil untuk memantau!,1
Mau lihat pemadaman di area saya gak bisa .. tolong di perbaiki.,1
diampot bikin nyetak kok g bisa,1
"tidak bisa login, tidak ada opsi login hanya ada opsi daftar",1
"aplikasi yg sangat membingungkan,,kenapa aplikasi sekelas perusahaan negara selalu gagal dibidang maintenance sering error....untuk pengembang jangan biarkan hal semacam ini menjadi masalah selalu berulang",1
"terimakasih PLN mobile, senang bertransformasi disini",1
"setelah update terbaru tiba-tiba diminta login ulang, dan mode loginnya hanya via nomer hp saat nomer hp sudah dimasukan keluar akun tidak dapat digunakan, untuk mengakses akun hubungi help desk untuk konfirmasi data. Tapi saat hubungi help desk tidak membantu apapun malah di minta daftar akun baru dengan nomer lain. Sebelumnya tidak pernah meminta login ulang dan bisa login via email.",1
ketika listrik mati perbaikan nya sangat lama.. itu sangat menghambat kepada pekerjaan.. tolong tingkatkan lagi teknisi nya .. jangan mengecewakan,1
admin sih sangat respon.. tapi gak ada petugas pln yg datang. parah parah di tunggu satu harian pun gak ada katanya 1x6 jam di tunggu gak ada parah parah,1
"Bintang 1 karena aplikasi PLN Mobile semakin parah setelah adanya sistem Swacam. Dulu, saya bisa mengakses lebih dari 4 meter per satu email, tapi sekarang hanya bisa 4 meter saja. Sangat menyulitkan, apalagi kalau harus cek banyak meteran dalam satu waktu. Sangat kecewa dengan perubahan ini, harap segera diperbaiki.",1
"setelah di update, ke login single nomor handphone....udah sesuai dengan nomor hp, uda nerima otp melalui hp setelah dimasukan otp, selanjutnya bikin PIN....tp ini yg ada, ""Tunggu beberapa saat lagi atau hub call center"" gagal login terus berulang kali...di update malah kacau udah dicoba dari hari ke hari, dari siang coba malam tetap sama...jengkel",1
"tolong untuk PLN jangan sering sekali pemadaman di kawasan aceh Jaya karena sangat merugikan masyarakat bukan ada penyebab tiba"" mati entah lah ada kejadian lapangan ini gk ada hujan gk ada badai mati lampu dengan alasan tidak pasti kalau gk siap melayani harus nya lepas aja tangung jawab biar ada perusahaan laen aja",1
"Bagaimana ini untuk di daerah kami, selalu terjadi pemadaman listrik, dan petugasnya juga tidak cepat melakukan proses untuk memperbaikinya,lama lama elektronik di rumah akan semakin banyak yang rusak Percuma buat pengaduan ke PLN mobile ini,kalo para petugasnya saja tidak langsung menangani, selalu alasanya hujan lah, dll",1
"aplikasi tidak guna, tidak ada notif ketika token di rumah habis, download aplokasi ini biar bisa pantau dari jauh, malah tidak efektif",1
"saya biasanya kalau catat meter selalu pakai PLN Mobile, saya disuruh instal kembali, sdh saya tuliskan no HP kemudian saya dikirim lagi Verifikasi nomer melalui WA , sdh saya isi dan Emailnya PLN juga sdh, tetapi tetap aja disuruh Verifikasi ulang, sdh saya lakukan tapi tetap aja tdk bisa.terus bgm caranya kalau saya mau catat meternya? sdh saya coba bbrp kali tetap tdk bisa. padahal bulan2 lalu gak rumitnya kayak bulan ini,saya mohon dgn sangat supaya saya dibantu, Terima kasih.",1
lama prosesnya tidak ada jawaban wa ceklis 1 tidak bisa di telpon,1
swacam dibatasi max 4 idpelanggan,1
tolong 1 alamat email bisa untuk 10 pelanggan atau lebih jangan cuma 4,1
kurang akurat,1
"kayak mana mau log in nya ini nih , baru pertama kali bikin aplikasi kah? daftar , daftar terus",1
skrg ko jadi lelet bgt setiap transaksi pembayaran listrik loding teruuusss,1
"sangat buruk sekali pelayanannya, saya mengajukan pengaduan terhadap PLN mobile, awalnya langsung diterima dan petugas langsung cek ke lokasi tapi permasalahan listrik nya tidak langsung ditanggani hanya di cek saja sampai menunggu beberapa hari tidak diperbaiki juga.",1
aplikasi ga jelas saldo gw mengendap udah 4 hari....masih proses terus pengembalian dana....udah di komplain nunggu 5 hari kerja.......gmana ceritanya,1
aplikasi tidak jelas,1
"tidak ada tindak lanjut, sebagai konsumen merasa di sepelekan, apa salahnya saya minta voltase stabil, saya di kasih 210 voltase saja saya sudah trima kok",1
"BENCI BGT MAU LOGIN GA BISA, MALAH DI ARAHIN DAFTAR. MASUK MASUKKKKKKKK UDAH TERDAFTAR GA BISA, ADA SALDO DI DALEM NYA. HADEHHHH UDAH SERBA ONLINE TAPI GA DI UPGRADE APLIKASI NYA",1
"eror terus mau masuk, buruk",1
sekarang ribet,1
ngapusi !!!! mau bayar koq susah,1
Saya memberi rating 1 karena aplikasi ini tidak bisa digunakan pada hp saya,1
"Astagfirullah ini aplikasi apaan sih susah betull buat beli tiket Proliga, ngebug mulu aplikasinya, gagal pas sampe metode pembayarn Barcode gak bisa di download, pilih gopay ngak bisa connect ke apl gopay, pilih VA ngak muncul kodenya, gimana sih aplikasi gak jelas, gak ada bener-benernya. Korupsi mulu sih kalian makanya aplikasinya sealakadarnya..",1
terkait laporan dengan permintaan tamba daya. atas nama Masdianto alamat jln anawai. sampai sekarang belom ada tindakan dr pihak petugas lapangan. sisa kwh 11 KWH. sementara ada ikan hias sy nnti mati . sy sdh menunggu berjam jam blom jg datang petugas lapangan nya.ini gmn pelayan nya pihak pln ulp wua wua kurang memuaskan. mala di suru kurangi pemakayan dr petugas lapangan,1
masih lebih bagus aplikasi mhicat dari pada app ini sering ganguan.,1
"PLN itu kalau padamin lampu ga ada info2 dulu gitu ya? Kalo ditanya kenapa, cuma bilang padam meluas, ga perlu punya app kalo gitu, ga guna. update: daerah saya 2 malam ini mati mulu listriknya, lagi maintenance atau gimana ga ada info sama sekali, manfaatkan aplikasinya buat bikin pengumuman dong biar canggih dikit. Ini saya lapor di aplikasinya juga ga ada tanggapan, aplikasinya delete aja.",1
"mau tambah saya listrik tapi verifikasi foto KTP dan selvi gagal terus... udah bolak balik di coba selalu gagal,.",1
"Sejak ada program diskon, apiikasi PLN mobile susah diakses. Coba reset data, malah gak pernah bisa login.",1
"Tolong perbaiki fitur informasi pemakaian listrik Stand Meter AMI gak update, janjinya bisa lihat update pemakaian setiap hari, manaaaaaa?",1
penanganan lama,1
pelayanan kurang memuaskan.,1
"setelah konfirmasi pin, halaman error",1
"saya mau pasang PLN tapi pas masukin nik KTP saya ternyata nik KTP saya sudah terdaftar atas nama orang lain yang tidak dikenal.. bagaimana bisa seperti itu,, benar benar lalai PLN sedangkan nik KTP itu privasi",1
kecewa. dulu bagus. skr gak bisa masuk. gagal terus.,1
gk mau masuk di hp saya kenapa iya .... tampilan akhir gk sukses cuma tampil mohon tunggu beberapa saat lagi ... mohon penjelasan nya,1
Pelayana Pasang Baru Lama banget 20 hari blum terpasang sudah bayar...tapi di aplikasi mobile menunggu pembayaran aplikasinya perlu ditingkatkan responasi dan keakuratan,1
gak bisa beli token tengah malam,1
"aplikasi bermamfaat tapi tidak difungsikan secara baik oleh pihak PLN ,pengaduan sampai tapi minim tanggapan, pengaduan dibatasi hanya 1 kali ,padahal tidak ada tindakan dri petugas PLN tidak tanggapan dan tidak pernah melampirkan bukti foto perbaikan, aplikasi yang bagus tapi sia2,,,,coba cek petugas2 PLN Sumatera selatan Khususnya Kota Prabunulih , OKU timur dan kayu agung karna pelayanannya menurut kami kurang baik",1
"setiap kali habis UPDATE itu merepotkan, selalu harus mengulangi agar bisa masuk ke aplikasi dan itu susah sekali, bukannya dimudahkan seperti halnya aplikasi yang lain, yg langsung bisa masuk dan tidak perlu login lagi.",1
"aplikasi ini sepertina di susuli penipu, terutama di penjualan tiket proliga, terindikisai sangat jelas ada peniouan mohon bisa di kaji kembali apakah penjualan tiket via aplikasi ini benar adanya atau ada peniluan",1
"proses penarikan Dana Dari dompet pln rumit Dan berbelit belit sudah 3x24 jam Dana belum masuk,menghubungi customer service cuma di pintain data data sama bukti transaksi solusi tidak ada👎👎👎",1
pln pelayanan tidak bagusss,1
apa hal Virtual BNI di hilangkan buat ribet aja,1
tidak dinyalakan pasang baru ditolak karena bangunan katanya menyerupai garasi padahal sudah sendiri2 dan dibagi dua.di PLN bululawang,1
"ga bisa login, udah mulai gajelas.",1
"susah betul mau login aja kode diputer puter antara by sms dan by email, offline online service sama saja di KONOHA ribet berujung UUD",1
"kinerja buruk,",1
udh ke fitur listriqu bikin laporan namun petugas gk ada yg konfirmasi laporan saya,1
Terima Kasih PLN Mobile aplikasinya sangat bagus da berguna💖,1
Aplikasi ini tidak efektif dan lambat. Perusahaan raksasa sekelas PLN tapi punya aplikasi Pembayaran yg super lemmot,1
aplikasi bapuk,1
"katanya bisa yang pascabayar (bulanan) tapi ini malah di alihkan token , kalo emng sudah tidak ada yang pascabayar (bulanan) di hapus aja di pilihan yang di apk nya , jangan bikin orang ber angan2 .. maaf saya kasih bintang 1 kecewa berat",1
maaf saya kasih bintang 1. karena tegangan listrik saya rendah dan sudah 4 x lapor di aplikasi tidak ada perbaikan,1
Tertib bayar pjk aja sulit.byr pake app hrs komplain dulu br beres urusan.msh pake bea admin pula.ayolah yg hub dgn byr2 ke negara dipermudah+ga usah pake byr admin2 segala.ptg pokoknya bisa terbayar lunas sblm tgl 20 (kena denda),1
Karyawan PLN kebanyakan korupsi...masa jalur listik bengkel disatuin sama jalur listrik rumah warga...jadi kedip2 lampu rumah dari pagi sampe malam...tiap hari gitu terus...,1
"nomor hp saya hilang, mau masuk gak bisa, sekarang wajib pake nomor hp gak bisa lewat email terus cara masuknya harus gimana ? tolol kali buat cara login satu jalur ulasan bakal aku ubah kalo udah ada cara login untuk yang nomor hp nya hilang/gak aktif",1
ruwet poll,1
aplikasi korupsi. pekerjanya memang ga ada yang sungguh-sungguh. kurang kooperatif dan lamban. semoga korupsi-korupsi berikutnya di tunjukkan sama tuhan. amiin,1
"pln bilang nya bersih top tip,gw tinggal di kontrakan stiap bln kwh tersebut selalu ada bacaan periksa,,lalu gw minta kode tamper,,,tapi malah di kash code yg sllu gagal,,,ujung"" oprator munta di kirim dana ,baru di kash code yg benar.mohon kpda pihak BUMN pantau karyawn outs nya.",1
"pelayanan sangat lambat,tidak dapat diandalkan.",1
layanan bagus,1
"aplikasi nya untuk pengaduan hilang,,waktu listrik mati mau pengaduan tidak bs.sudah kirim via email tidak ada respon .payahhhhh IT nya,,hapus saja aplikasinya jika tidak bs membantu.",1
sulit diaplikasikan,1
"metode pembayaran tidak lengkap, VA BNI tidak ada",1
"buruk sih jika pengaduan selesai, tidak ada riwauat dari tiket pengaduan tersebut sekelas plat merah kalah sama ecommerce",1
banyak kendalanya. pengaduan sulit diakses,1
"tidak gercep pelayanannya, hrs nunggu berjam-jam dulu, keburu mati nih listriknya Krn gbs diisi. nilai 1 sampai 10 aku kasih 3 #kecewa Asli ini slow respon bt, pengaduan kmrn sore smpe pagi skrg blm direspon, ud live chat jg, listrik malah udh mati token habis gbs diisi. PLNnya malah santai-santai.",1
"Semoga cepat di audit, transparansi dan pelayanannya sangat kurang walau di tengah kota. Listrik 900kwh saja pascabayarnya 200 ribu perbulan. Padahal cuma kulkas saja yg selalu on. jahat ini PLN sumpah . rumahku ga banyak pemakaian listriknya. zholim banget sih kalian",1
"Gimana bisa saya nggak dapet Invoice bulanan padahal udah di daftarin tu Email. Udah 2 bulan nggak dapat. Lapor CS lewat email malah Kebanyakan nanya ""keperluan invoice tagihan"" lah itu kan hak pelanggan, ngapain Kepo. Perbaiki segera bugnya sekalian yang korupsi dipecat",1
"kak ini kenapa pas sebelumnya riwayat pembelian saya sebelumnya ada dan saya mau mengunduh buktinya , terus malah diminta tingkatkan akun dan foto dengan KTP, terus sudah foto di suruh tunggu 1x24 jam ,sekarang sudah 1x24 jam ,saya cek kembali malah riwayat pembeliannya yang hilang",1
Sudah update kok minta update,1
"sudah 1 Minggu listrik padam tidak jelas, membuat kerusakan alat elektronik, sangat tidak memuaskan",1
"Aplikasi tidak bisa di akses. hubungi call centre 3x. ID laporan 3118952 tidak ada followup tlp lagi 123 ID laporan 3120500..diminta emailkan bukti Screen shoot, Done. sampai tgl 12 gak ada reply. Call 123 lagi ID laporan 3126815. suruh menunggu lagi.. yaaa ampuuun... awalnya ganti hp, login ulang gak ada pilihan masuk hanya ada Daftar. masukan no hp n email lain lalu pilih DAFTAR..setelah masuk email lain malah diminta hubungi heldesk..yaitu 123. call 123 cm dikasih iD laporan... piyeeee iki",1
Sering gagal. Ada transaksi saya senilai 102K di bulan Januari 2025 gagal dan duitnya gak balik,1
pelayanan lambat di pematang siantar . sumut,1
tidak bisa ganti nomer hp,1
"saya ada keterlambatan memang salah ibu saya yg udh ada umur , saya balik kok mati saya liat di segel dan saya langsung bayarkan 2bln nah saya laporan jam 5 oke nunggu lama sampe jam 8 dan oke di hubungin tetapi petugas beralasan gabisa ada batasan sampai jam 6 lebih itu gabisa , oke gua langsung jawab dong kan saya lapor jam 5 dan dia langsung jawab laporannya baru sampe saya lebih dari jam 6 pak , oke gua chat cs dan katanya 24jam nanganin gangguan tetapi mana ? hadeh PLN katanya 24 mana nyata",1
aplikasi bapukkk bikin laporan listrik padam ga bisa bisa,1
mohon di bantu untuk upgrade system close ticket apabila sudah mengerjakan trouble. percuma kalau masih bisa close ticket tanpa pekerjaan. 1 hari penuh gak ada penanganan dan ticket slalu di close menyala sementara padahal tidak ada penanganan,1
"PLN Giman sii sudah lapor, ko di batalkan sama petugas PLN. aplikasi macam apa, GK guna.",1
"maaf harus bintang 1 karena proses login tidak bisa dilakukan. setelah memasukkan otp saat login dengan nomor hp, valid. Tapi saat memasukkan OTP via email, selalu warna merah, padahal sudah diketikkan sesuai dengan OTP yg dikirim di email tertera.",1
gaad guna,1
APK RUSAK LOG OUT TERUS!!!,1
pelayanan kurang bagus pelanggang melaporkan keluhan prihal saldo refund yg belum masuk smpe mesti nunggu lebih dr 3x24jam. sdh buat laporan malah dibikin laporan baru dan suruh nunggu serta cek email berkala. sampe kapan nunggu lagi. smpe dunia kiamat. bukan karena uang yg sy tarik nominalnya besar atau kecil. itu nyari uang segitu dgn menjadi sopir angkutan umum berbasik mobil listrik lumayan yah besar cukup untuk beli beras. klo memang nominal uang menurut anda² atau kalian kecil knp lama...,1
Login ribet,1
Untuk dafta:Nomer sudh terdaftar Untuk masuk dinomer yg sudh terdaftar susah... Resset kode pun tak ada pilihan... Sebagus ini kah?,1
minta solusi..kalau nik di pakai orang lain untuk mendaftar..tanpa sepengetahuan pemilik asli..bagaimana penanganannya???. saya ke 123 di arah kan ke area PLN cabang dan pln cabang jg tidak tau solusinya,1
"gila, asli bikin orang gila lama lalam. udah korup, malah sekarang lebih mahal token. saya isi token 100K tgl 26 maret baru tanggal 9udah habis sebelum promo juga bisa tahan 20hari",1
gagal login terus,1
"lama banget ya proses dana refund saldo pLn mobile tarik ke rek bank dari tgl 30 maret 2025 dn 7 april 2025 blm masuk SD skrg tgl 9 april udh 2kali pengaduan calcenter tetapi blm ada juga masuk ke rek bank pribadi.. , selalu cek berskala.. memang tidak besar tapi bukan masalah nominal cmn jdi riskan aja simpen dana brpa pun nominalnya. gak nyaman banget kasian kl org lagi butuh tetapi gak garcep pdhal dana kita sendiri.",1
sering kali di suruh daftar ulang. buat jadi ribet. sementara kasih satu dulu. kalau di perbaiki sistemnya baru di ganti. sudah di daftar ulang pun masih GK bisa masuk.. auto uninstal ajalah. jadi malas pake apk ini. hallo admin udah masuk dari no hp juga GK bisa kak. error terus mohon dong admin apk nya di perbaiki lagi sistem nya.,1
wifi ga diperbaiki sudah 12 hari rugi bayar sebulan tapi teknisi ga datang2 suruh lapor kesana kesini ujung2 ga ditangani kalau ga bisa menyediakan provider profesional ga usah minta bayaranlah padahal cuma minta refund atau pengunduran pembayaran kata csnya ga bisa mending pake wifi lain saja,1
"shame on you. tadi malam tgl 8 april 2025. mati lampu dari jam 6 malam. sampai jam 05.30 pagi baru nyala. hampir 12 jam. daging rusak semua di kulkas.. mohon atensi nya. jalur gendoh, kec sempu, kab banyuwangi. di pln cabang rogojampi.. thx",1
Aplikasi tidak dapat terbuka device di root,1
"saya pernah mengajukan keluhan di APK PLN Mobile ini, tapi hanya di respon lewat Chat wastapp, saya tetap di arahkan ke kantor, dan keluahan saya tidak di respon lewat PLN Mobile, bahkan pengajuan saya hanya di batalkan...",1
gak niat bikin apk.... LOL,1
tidak bisa login.. stuk di pembuatan pin,1
"metode pembayaran va BNI tidak ada, kecewa",1
Sangat menyusahkan masyarakat. seharusnya kWh meteran tidak lagi bermasalah di Indonesia. inilah salahsatu penghambat negara kita untuk maju. semoga korupsi di PLN semakin terbongkar. Amiin,1
assalamualaikum bapak. masalah kelistrikan dirumah saya mati dr jam 18:30 sampe skrg. saya udh ngirimin pengaduan online melalui PLN MOBiLE. tapi TDK ada tanggapan serius.,1
"kanaplikatorpunya tanggung jawab ya buat melindungi privasi data pengguna tapi malah data nya kemana mana.saya baru unduh lagi apk pln mobile ini,tapi galama setelah saya login pake no hp dan gmail tiba tiba ada notifikasi pesan gmail dari ICONCASH yang menyatakan ""Registrasi akun sudah berhasil, silahkan login menggunakan nomor hp dan pin yang sudah anda daftarkan""padahal belum pernah tau apa itu ICONCASH bahkan unduh pun tidak.tolong dibenahi dong, apk nya pemerintah bangett. STAYSAFESEMUA",1
"tolong jangan di abaikan ya bila customer butuh bantuan, saya lapor ke cs lewat email belum di respon saya kesusahan saat login menggunakan akun yg sudah terdaftar.",1
"Transaksi di PLN mobile Status kadarluarsa, padahal sebelumnya sudah bayar pakai shopepay berhasil bayar bahkan uang shopepay saya berkurang, kurang ajar.. aplikasi PLN mobile sy sudah terbaru, terus kenapa status tetep kadarluarsa... kembalikan uang saya wooy..",1
"pemadaman estimasi 3 jam, sudah 10 jam lebih tidak terselesaikan sampe sekarang ditelp kelamaan hold sampe pulsa abis",1
telat,1
email nge update sendiri ga bisa diedit,1
tidak bisa masuk setelah buat pin baru,1
teman² lebih baik dateng ke PLN karena sudah 3 bulan belum ada penanganan,1
tambah ruwet bolak-balik minta log in,1
Login pake email lama gk bisa jing,1
"payah pelayanan nya, padam listrik TDK ada info, dan penanganannya lama, sudah komplain di menu pengaduan tapi TDK ada yg follow up",1
sering eror,1
yg bener aja pemerintahan sekarang. dari bayar cuman 400rb melonjak 1jt terus turuh 600rb sekarang 1jt lagi,1
apk sampah,1
"mau login ribet banget sudah di coba ber kali2 , tetap tidak mau. sudah masukkan kode verifikasi di suruh buat sandi sudah di buat malah error' payah.",1
pelayanan sangat lambat slow respon petugasnya. telpon 123 tidak bisa dihubungi. jelek sekali pelayanan PLN.,1
penanganan lampu sangatlah lambat kali.kami sebagai pelanggan sangat kecewa atas pelayanan Listrik di Wilayah saya ini sangat-sangat lambat tidak ada respon nya...,1
"Mungkin saya tak seberuntung yg lain,saya lapor pindah jaringan Uda 4X,petugas tidak pernah datang tapi yg bikin heran setelah saya lacak lewat aplikasi dinyatakan selesai.. ANEH Khan??petugas belum pernah datang,tapi dinyatakan selesai.. Tolong diperbaiki layanan,to saya telp.123 juga pakai biaya.. maaf.. MENGECEWAKAN",1
kenapa tidak bisa login ya.mohon bantuan nya,1
layanan lambat tidak sesuai dan aplikasi kerap keluar sendiri tolong perbaiki bagian pengaduan,1
sering mati lampu percuma bayar full,1
